display_reference,title,current_decision,current_reason,jobg8_classification,ontap_region,salary_minimum_raw,salary_maximum_raw,salary_period,annualised_maximum_estimate,hard_salary_out_over_50k,description_evidence,manual_boundary_decision,manual_boundary_note
107811621,Conveyancing Lead,OUT_SALARY,"annualised salary exceeds £50,000",Legal,Wales South - Swansea Bay,55000.00,55000.00,Annual,55000.0,YES,"Conveyancing Lead Swansea Salary: £55,000 + Performance-Based Bonus Location: Swansea (Office-Based with Hybrid Flexibility) Working Pattern: 4 days office / 1 day home TSR Legal are delighted to be supporting a forward-thinking and ambitious law firm in their search for an experienced Conveyancing Lead to join and grow their Swansea office click apply for full job details",,
107743201,"Probate Legal Secretary - Poole - Salary up to £26,000",LIKELY_IN,ordinary workplace IT support title signal,Legal,Dorset,26000.00,26000.00,Annual,26000.0,NO,"We're working with a well-established legal practice looking to recruit an experienced Probate Legal Secretary to join their busy and supportive team in Poole. This is an excellent opportunity for a proactive and organised individual who enjoys working in a client-focused environment, providing dedicated support to a busy fee earner while helping deliver exceptional legal services click apply for full job details",,
107789007,Conveyancing Legal Secretary,LIKELY_IN,ordinary workplace IT support title signal,Legal,Kent,,,Annual,,NO,"We have a fantastic opportunity with a well-established law firm looking to appoint a Conveyancing Legal Secretary to join their team. This is an excellent opportunity for an experienced Legal Secretary, or someone looking to take the next step in their career, to work alongside experienced legal professionals on a varied conveyancing caseload click apply for full job details",,
f6b7339e-bb26-400b-b845-3a3ca0815be1,Conveyancing Fee Earner,OUT_SALARY,"annualised salary exceeds £50,000",Legal,Devon,40000.00,60000.00,Annual,60000.0,YES,"Senior Residential Conveyancer / Conveyancing Fee Earner Axminster, Devon Hybrid Working Available Are you an experienced Residential Conveyancer, Conveyancing Solicitor, Legal Executive or Conveyancing Fee Earner looking for your next career move? A well-established and highly regarded law firm in Axminster, Devon is looking to appoint a Senior Residential Conveyancer to join its growing Residential Property team. This is an excellent opportunity to take ownership of a quality caseload while enjoying genuine career progression within a supportive and friendly firm. Salary & Benefits Salary up to £60,000 (DOE) Hybrid working available Workplace pension On-site parking Friendly, collaborative team Clear opportunities for career progression The Role You will manage your own residential conveyancing caseload from instruction through to post-completion, handling matters including: Freehold and leasehold sales and purchases Remortgages Transfers of equity Shared ownership transactions Leasehold property matters No new-build conveyancing is involved. You'll work closely with an experienced Director and dedicated support team, with the autonomy to run your files while providing guidance t…",,
e033670a-e655-4720-aaa5-7796cc9f9d90,ASB Case Manager,OUT_SALARY,"annualised salary exceeds £50,000",Legal,Cumbria - West,25.00,26.00,Hourly,50700.0,YES,"… initial 3-month contract. This is an excellent opportunity for a housing professional with a strong background in managing complex and high-risk Anti-Social Behaviour cases. Working remotely, you will manage a caseload of serious ASB investigations, taking cases through the full legal process where required. The successful candidate will be confident preparing legal documentation, working closely with solicitors, and representing the organisation through enforcement action. Experience using Open Housing would be highly advantageous. Key Responsibilities Manage a complex caseload of high-level Anti-Social Behaviour (ASB) cases from investigation through to resolution. Conduct thorough investigations into reports of ASB, nuisance, harassment, hate incidents, and tenancy breaches. Gather and assess evidence from residents, partner agencies, and internal teams. Prepare legal documentation including injunction applications, witness statements, court bundles, and supporting evidence. Serve and manage legal notices including Section 21 notices where appropriate. Liaise with solicitors and legal representatives to progress enforcement action. Attend court hearings and case conferences as requir…",,
ccee8a64-578f-48ef-b118-d6013a795b10,"Trade Mark Paralegal £45,000-£50,000++ - London/Hybrid",LIKELY_IN,ordinary workplace IT support title signal,Legal,London,45000.00,50000.00,Annual,50000.0,NO,"We are delighted to be assisting a top-rate law firm in London on an exclusive basis who are seeking an experienced Trade Mark Paralegal to join their team on a full-time, permanent basis! The ideal candidate should have around 5+ years' experience working within a similar Trade Mark Paralegal role, if you hold the CITMA qualification, this will be advantageous! In addition, you will need to be confident in carrying out paralegal work on your own initiative and work well within a team. Duties will include:- Managing trade mark portfolios. Drafting correspondence to clients. Being a point of contact for clients and IPOs. Preparing and filing trade mark applications. Maintaining the firm's DMS and client records. On offer is an attractive salary and benefits package within a supportive team - for more information, please APPLY TODAY! Dawn Ellmore Employment aims to respond to all applicants, however due to the number of applications received this is regrettably not always possible. If you have not received a response within three working days, you may assume that your application has been unsuccessful on this occasion.",,
72fcfd38-46f7-4610-971e-1836611eabb1,Legal PA - Disputes,BORDERLINE,description-led IT support signal needs advert review,Legal,London,45000.00,50000.00,Annual,50000.0,NO,"… Key Responsibilities Managing complex diaries, meetings and travel arrangements Inbox management and drafting correspondence Coordinating billing, WIP and financial administration Supporting business development activities and events Building strong relationships with clients and stakeholders Ensuring deadlines are met and priorities are effectively managed About You Minimum 5 years' experience as a Legal Secretary / PA in a law firm Exceptional organisation and communication skills Strong financial administration and billing experience Proactive, adaptable and solutions-focused approach Advanced Microsoft Office skills Why Apply? You'll join a highly regarded team known for delivering exceptional outcomes on complex and high-profile matters. The culture is collaborative, supportive and inclusive, with a strong focus on professional development, wellbeing and career growth. Interested? Apply today to find out more. Due to the high volume of applications, we are not able to respond to all enquiries. If you have not received a response within 72 hours, please assume you have not been shortlisted at this stage, however thank you for taking the time to apply. Ryder Reid Legal is a recruit…",,
2df4c2d2-f97a-4e25-8255-8ace6845a95b,Claims Handler,BORDERLINE,support title needs advert-context review,Insurance & Superannuation,Yorkshire - West,26200.00,27200.00,Annual,27200.0,NO,Michael Page have just registered a new exciting Permanent Claims Handler Opportunity in Leeds to work for a reputable Insurance Organisation! No claims experience required the business would be open to the customer service background full training would be provided! Immediate interviews being held please apply now! Client Details Michael Page have just registered a new exciting Permanent Claims Handler Opportunity in Leeds to work for a reputable Insurance Organisation! No claims experience required the business would be open to the customer service background full training would be provided! Immediate interviews being held please apply now! Description As a Claims Handler you will be working in a busy Contact Centre Environment supporting customers throughout their claim from start to finish. You will dealing with a high volume of inbound and outbound calls ensuring an exceptional service and targets are achieved. If you thrive in busy environments are passionate about helping and supporting customers we would love to hear from you! Profile Previous contact centre/customer service experience A confident communicator with an excellent telephone manner Thrive in fast paced settings…,,
15fb6205-1514-4ee6-935c-b40ee05a9ecb,Property Litigation Paralegal,LIKELY_IN,ordinary workplace IT support title signal,Legal,Other / Unknown,30000.00,35000.00,Annual,35000.0,NO,"Our client is looking to recruit a Property Litigation Paralegal to join their established Property Litigation team based in Ware. Working alongside experienced fee earners within a team of around 20, you will play a key role in supporting a varied caseload of property litigation matters. This is an office based position offering the opportunity to develop your experience within a supportive and well-structured team. Typical duties include: Assist fee earners with a caseload of defendant property litigation matters Draft legal documents, correspondence and court forms Prepare case files, bundles and supporting documentation Liaise with clients, solicitors, courts and other third parties Maintain accurate case records and provide general administrative support throughout the litigation process The successful candidate will have: Previous experience working as a Paralegal within property litigation Strong organisational skills with the ability to manage competing priorities Excellent written and verbal communication skills A proactive approach with strong attention to detail The ability to work effectively as part of a collaborative team Please apply via the advert or contact Calum S…",,
13e6292b-4a01-4a4d-bf19-2f489494f19a,Junior Legal Cashier,BORDERLINE,description-led IT support signal needs advert review,Legal,London,30000.00,33000.00,Annual,33000.0,NO,"Junior Legal CashierPermanent London Hybrid A leading UK law firm is seeking a Junior Legal Cashier to join its Accounts team in London. This is an excellent opportunity for someone looking to build their career in legal finance within a friendly, supportive and high-performing environment. Working closely with the Cashier Manager and Senior Cashier, you will take responsibility for routine office-account cashiering tasks while providing cover across the wider team when needed. Key Responsibilities Client and office account reconciliations. Daily review of the office account and posting transactions into 3E. Processing disbursement invoices. Reconciliation of credit card, IPO, WIPO and OHIM accounts. Processing CHAPS payments. Ensuring full compliance with the SRA Accounts Rules and reporting breaches promptly. Responding to queries from partners, fee earners and legal assistants. Providing cover for Accounts Payable during periods of absence. Supporting with billing, reviewing and posting all bills and credit notes. Transfers of time and disbursements between matters. Editing time entries. Experience Required Accounts/finance experience from a law firm environment. Strong numeracy…",,
