anchor_location,anchor_region,anchor_job_count,nearby_location,nearby_region,nearby_job_count,distance_miles,distance_method,max_distance_miles,display_location_policy,review_status
Kenilworth,West Midlands - Coventry & Warwickshire,1,Nuneaton,West Midlands - Coventry & Warwickshire,2,13.0,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Kenilworth,West Midlands - Coventry & Warwickshire,1,Rugby,West Midlands - Coventry & Warwickshire,1,13.5,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Kettering,Northamptonshire,2,Corby,Northamptonshire,1,6.9,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Kettering,Northamptonshire,2,Rushden,Northamptonshire,1,9.2,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Kettering,Northamptonshire,2,Northampton,Northamptonshire,1,12.2,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Kings Langley,Hertfordshire,1,Hemel Hempstead,Hertfordshire,4,2.7,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Kings Langley,Hertfordshire,1,Watford,Hertfordshire,2,4.7,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Kings Langley,Hertfordshire,1,St. Albans,Hertfordshire,1,5.6,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Kings Langley,Hertfordshire,1,Berkhamsted,Hertfordshire,1,5.9,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Kings Langley,Hertfordshire,1,Bushey,London,1,6.2,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Kings Langley,Hertfordshire,1,Chesham,Buckinghamshire,1,6.5,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Kings Langley,Hertfordshire,1,Amersham,Buckinghamshire,1,7.8,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Kings Langley,Hertfordshire,1,Borehamwood,London,3,8.5,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Kings Langley,Hertfordshire,1,Harrow,London,3,10.7,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Kings Langley,Hertfordshire,1,Luton,Bedfordshire,1,11.5,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Kings Langley,Hertfordshire,1,Uxbridge,London,3,11.5,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Kings Langley,Hertfordshire,1,Barnet,London,1,11.6,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Kings Langley,Hertfordshire,1,Potters Bar,Hertfordshire,1,11.7,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Kings Langley,Hertfordshire,1,Welwyn Garden City,Hertfordshire,1,12.1,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Kings Langley,Hertfordshire,1,High Wycombe,Buckinghamshire,6,14.1,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Kings Langley,Hertfordshire,1,Southall,London,1,14.6,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Kings Langley,Hertfordshire,1,Middlesex,London,6,14.8,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Kingston Upon Thames,London,1,Chessington,London,1,3.5,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Kingston Upon Thames,London,1,Morden,London,1,4.4,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Kingston Upon Thames,London,1,Isleworth,London,3,4.7,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Kingston Upon Thames,London,1,Wandsworth,London,4,5.0,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Kingston Upon Thames,London,1,Brentford,London,2,5.1,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Kingston Upon Thames,London,1,Walton-on-thames,Surrey,1,5.3,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Kingston Upon Thames,London,1,Epsom,Surrey,3,5.8,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Kingston Upon Thames,London,1,Sutton,London,2,6.0,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Kingston Upon Thames,London,1,Carshalton,London,1,6.4,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Kingston Upon Thames,London,1,Shepperton,Surrey,1,6.6,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Kingston Upon Thames,London,1,Southall,London,1,7.4,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Kingston Upon Thames,London,1,Middlesex,London,6,8.3,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Kingston Upon Thames,London,1,Knightsbridge,London,1,8.5,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Kingston Upon Thames,London,1,Croydon,London,3,8.7,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Kingston Upon Thames,London,1,Tadworth,Surrey,1,8.8,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Kingston Upon Thames,London,1,Fetcham,Surrey,1,8.9,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Kingston Upon Thames,London,1,Staines,Surrey,2,9.1,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Kingston Upon Thames,London,1,Chertsey,Surrey,1,9.2,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Kingston Upon Thames,London,1,Lambeth,London,1,9.9,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Kingston Upon Thames,London,1,London,London,220,9.9,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Kingston Upon Thames,London,1,Harrow,London,3,11.5,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Kingston Upon Thames,London,1,Beckenham,London,1,11.7,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Kingston Upon Thames,London,1,Islington,London,1,12.0,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Kingston Upon Thames,London,1,Uxbridge,London,3,12.3,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Kingston Upon Thames,London,1,Dorking,Surrey,2,12.6,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Kingston Upon Thames,London,1,Redhill,Surrey,4,13.1,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Kingston Upon Thames,London,1,Bromley,London,4,13.5,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Kingston Upon Thames,London,1,Windsor,Berkshire,1,13.9,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Kingston Upon Thames,London,1,Slough,Berkshire,2,14.5,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Knaresborough,Yorkshire - North,2,Harrogate,Yorkshire - North,3,3.1,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Knaresborough,Yorkshire - North,2,Ripon,Yorkshire - North,1,9.1,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Knaresborough,Yorkshire - North,2,Otley,Yorkshire - West,1,11.6,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Knightsbridge,London,1,London,London,220,1.6,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Knightsbridge,London,1,Lambeth,London,1,2.2,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Knightsbridge,London,1,Islington,London,1,3.5,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Knightsbridge,London,1,Wandsworth,London,4,3.6,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Knightsbridge,London,1,Middlesex,London,6,5.0,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Knightsbridge,London,1,Brentford,London,2,6.4,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Knightsbridge,London,1,Morden,London,1,7.3,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Knightsbridge,London,1,Isleworth,London,3,8.0,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Knightsbridge,London,1,Kingston Upon Thames,London,1,8.5,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Knightsbridge,London,1,Croydon,London,3,8.6,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Knightsbridge,London,1,Beckenham,London,1,8.7,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Knightsbridge,London,1,Harrow,London,3,9.0,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Knightsbridge,London,1,Southall,London,1,9.0,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Knightsbridge,London,1,Carshalton,London,1,9.2,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Knightsbridge,London,1,Bromley,London,4,10.1,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Knightsbridge,London,1,Barnet,London,1,10.4,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Knightsbridge,London,1,Sutton,London,2,10.6,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Knightsbridge,London,1,Ilford,London,1,10.8,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Knightsbridge,London,1,Enfield,London,1,10.9,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Knightsbridge,London,1,Chessington,London,1,11.4,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Knightsbridge,London,1,Chislehurst,London,1,11.5,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Knightsbridge,London,1,Borehamwood,London,3,11.7,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Knightsbridge,London,1,Sidcup,London,1,12.6,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Knightsbridge,London,1,Epsom,Surrey,3,12.7,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Knightsbridge,London,1,Bushey,London,1,13.0,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Knightsbridge,London,1,Potters Bar,Hertfordshire,1,13.3,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Knightsbridge,London,1,Walton-on-thames,Surrey,1,13.4,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Knightsbridge,London,1,Uxbridge,London,3,14.1,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Knightsbridge,London,1,Shepperton,Surrey,1,14.4,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Knightsbridge,London,1,Dagenham,London,2,14.5,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Knightsbridge,London,1,Watford,Hertfordshire,2,14.6,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Knightsbridge,London,1,Tadworth,Surrey,1,14.8,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Knowle,West Midlands - Birmingham & Solihull,1,Solihull,West Midlands - Birmingham & Solihull,3,2.9,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Knowle,West Midlands - Birmingham & Solihull,1,Chelmsley Wood,West Midlands - Birmingham & Solihull,2,6.6,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Knowle,West Midlands - Birmingham & Solihull,1,Kenilworth,West Midlands - Coventry & Warwickshire,1,6.8,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Knowle,West Midlands - Birmingham & Solihull,1,Coventry,West Midlands - Coventry & Warwickshire,3,9.5,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Knowle,West Midlands - Birmingham & Solihull,1,Birmingham,West Midlands - Birmingham & Solihull,31,9.8,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Knowle,West Midlands - Birmingham & Solihull,1,Leamington Spa,West Midlands - Coventry & Warwickshire,1,11.3,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Knowle,West Midlands - Birmingham & Solihull,1,Stratford-upon-avon,West Midlands - Coventry & Warwickshire,1,13.3,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Knowle,West Midlands - Birmingham & Solihull,1,Nuneaton,West Midlands - Coventry & Warwickshire,2,14.9,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Knutsford,Cheshire - East,2,Altrincham,Greater Manchester - South,4,5.9,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Knutsford,Cheshire - East,2,Wilmslow,Cheshire - East,1,6.2,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Knutsford,Cheshire - East,2,Northwich,Cheshire - West,1,6.7,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Knutsford,Cheshire - East,2,Sale,Greater Manchester - South,2,8.7,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Knutsford,Cheshire - East,2,Cheadle,Greater Manchester - South,1,9.4,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Knutsford,Cheshire - East,2,Winsford,Cheshire - West,1,9.9,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Knutsford,Cheshire - East,2,Stretford,Greater Manchester - Manchester & Salford,1,10.4,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Knutsford,Cheshire - East,2,Warrington,Cheshire - Warrington & Halton,3,10.5,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Knutsford,Cheshire - East,2,Macclesfield,Cheshire - East,3,10.7,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Knutsford,Cheshire - East,2,Stockport,Greater Manchester - South,2,11.6,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Knutsford,Cheshire - East,2,Salford,Greater Manchester - Manchester & Salford,5,13.2,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Knutsford,Cheshire - East,2,Manchester,Greater Manchester - Manchester & Salford,55,13.5,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Knutsford,Cheshire - East,2,Crewe,Cheshire - East,3,14.4,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Knutsford,Cheshire - East,2,Runcorn,Cheshire - Warrington & Halton,1,15.0,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Lambeth,London,1,London,London,220,1.0,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Lambeth,London,1,Knightsbridge,London,1,2.2,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Lambeth,London,1,Islington,London,1,2.8,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Lambeth,London,1,Wandsworth,London,4,4.9,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Lambeth,London,1,Beckenham,London,1,7.1,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Lambeth,London,1,Middlesex,London,6,7.2,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Lambeth,London,1,Morden,London,1,7.7,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Lambeth,London,1,Croydon,London,3,7.8,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Lambeth,London,1,Bromley,London,4,8.3,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Lambeth,London,1,Brentford,London,2,8.5,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Lambeth,London,1,Ilford,London,1,9.0,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Lambeth,London,1,Carshalton,London,1,9.2,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Lambeth,London,1,Chislehurst,London,1,9.5,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Lambeth,London,1,Kingston Upon Thames,London,1,9.9,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Lambeth,London,1,Isleworth,London,3,10.0,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Lambeth,London,1,Sidcup,London,1,10.5,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Lambeth,London,1,Enfield,London,1,10.8,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Lambeth,London,1,Sutton,London,2,10.8,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Lambeth,London,1,Harrow,London,3,11.0,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Lambeth,London,1,Southall,London,1,11.2,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Lambeth,London,1,Barnet,London,1,11.3,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Lambeth,London,1,Chessington,London,1,12.4,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Lambeth,London,1,Dagenham,London,2,12.5,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Lambeth,London,1,Borehamwood,London,3,13.1,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Lambeth,London,1,Rainham,London,1,13.2,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Lambeth,London,1,Epsom,Surrey,3,13.3,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Lambeth,London,1,Potters Bar,Hertfordshire,1,13.9,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Lambeth,London,1,Dartford,Kent,1,14.4,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Lambeth,London,1,Bushey,London,1,14.7,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Lambeth,London,1,Hornchurch,London,1,14.7,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Leamington Spa,West Midlands - Coventry & Warwickshire,1,Kenilworth,West Midlands - Coventry & Warwickshire,1,5.2,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Leamington Spa,West Midlands - Coventry & Warwickshire,1,Southam,West Midlands - Coventry & Warwickshire,1,6.0,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Leamington Spa,West Midlands - Coventry & Warwickshire,1,Coventry,West Midlands - Coventry & Warwickshire,3,8.4,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Leamington Spa,West Midlands - Coventry & Warwickshire,1,Stratford-upon-avon,West Midlands - Coventry & Warwickshire,1,10.2,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Leamington Spa,West Midlands - Coventry & Warwickshire,1,Knowle,West Midlands - Birmingham & Solihull,1,11.3,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Leamington Spa,West Midlands - Coventry & Warwickshire,1,Rugby,West Midlands - Coventry & Warwickshire,1,12.3,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Leamington Spa,West Midlands - Coventry & Warwickshire,1,Solihull,West Midlands - Birmingham & Solihull,3,14.2,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Leeds,Yorkshire - West,25,Pudsey,Yorkshire - West,1,4.6,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Leeds,Yorkshire - West,25,Batley,Yorkshire - West,1,7.4,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Leeds,Yorkshire - West,25,Dewsbury,Yorkshire - West,2,8.0,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Leeds,Yorkshire - West,25,Wakefield,Yorkshire - West,9,8.1,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Leeds,Yorkshire - West,25,Bradford,Yorkshire - West,11,8.3,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Leeds,Yorkshire - West,25,Normanton,Yorkshire - West,1,8.6,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Leeds,Yorkshire - West,25,Otley,Yorkshire - West,1,9.6,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Leeds,Yorkshire - West,25,Brighouse,Yorkshire - West,4,11.6,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Leeds,Yorkshire - West,25,Bingley,Yorkshire - West,1,12.4,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Leeds,Yorkshire - West,25,Harrogate,Yorkshire - North,3,13.4,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Leeds,Yorkshire - West,25,Huddersfield,Yorkshire - West,2,14.0,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Leicester,Leicestershire,3,Loughborough,Leicestershire,1,9.3,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Lichfield,Staffordshire,2,Tamworth,Staffordshire,1,6.3,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Lichfield,Staffordshire,2,Cannock,Staffordshire,1,8.6,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Lichfield,Staffordshire,2,Walsall,West Midlands - Black Country,1,9.4,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Lichfield,Staffordshire,2,Wolverhampton,West Midlands - Black Country,3,14.1,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Lichfield,Staffordshire,2,Birmingham,West Midlands - Birmingham & Solihull,31,14.2,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Lichfield,Staffordshire,2,Chelmsley Wood,West Midlands - Birmingham & Solihull,2,14.5,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
