month,category,title,classification,reason,example_title,july_occurrences,days_present,first_seen,last_seen
2026-07,broader_office_administration,payroll administrator / payroll officer,HARD_PASS,Specialist-domain administration belongs outside the broad general-office proposition.,Payroll Administrator / Payroll Officer,11,11,2026-07-04,2026-07-14
2026-07,broader_office_administration,private client legal secretary,HARD_PASS,Specialist-domain administration belongs outside the broad general-office proposition.,Private Client Legal Secretary,11,6,2026-07-09,2026-07-14
2026-07,broader_office_administration,recruitment administrator / payroll coordinator,HARD_PASS,Specialist-domain administration belongs outside the broad general-office proposition.,Recruitment Administrator / Payroll Coordinator,11,11,2026-07-04,2026-07-14
2026-07,broader_office_administration,technical administrator (experienced with sap),HARD_PASS,Specialist-domain administration belongs outside the broad general-office proposition.,Technical Administrator (experienced with SAP),11,11,2026-07-01,2026-07-11
2026-07,broader_office_administration,accounts administration,HARD_PASS,Specialist-domain administration belongs outside the broad general-office proposition.,Accounts Administration,10,10,2026-07-01,2026-07-10
2026-07,broader_office_administration,corporate accounts administrator,HARD_PASS,Specialist-domain administration belongs outside the broad general-office proposition.,Corporate Accounts Administrator,10,10,2026-07-01,2026-07-10
2026-07,broader_office_administration,legal secretary - private client,HARD_PASS,Specialist-domain administration belongs outside the broad general-office proposition.,Legal Secretary - Private Client,10,5,2026-07-10,2026-07-14
2026-07,broader_office_administration,accounts and office assistant (maternity cover),HARD_PASS,Specialist-domain administration belongs outside the broad general-office proposition.,Accounts and Office Assistant (maternity cover),9,9,2026-07-01,2026-07-09
2026-07,broader_office_administration,accounts/office assistant,HARD_PASS,Specialist-domain administration belongs outside the broad general-office proposition.,Accounts/Office Assistant,9,9,2026-07-01,2026-07-09
2026-07,broader_office_administration,finance administrator (part-time),HARD_PASS,Specialist-domain administration belongs outside the broad general-office proposition.,Finance Administrator (Part-Time),9,9,2026-07-01,2026-07-14
2026-07,broader_office_administration,senior pension administrator,HARD_PASS,"Senior, supervisory or management level falls outside the intended entry-level proposition.",Senior Pension Administrator,9,5,2026-07-01,2026-07-07
2026-07,broader_office_administration,transport administration supervisor,HARD_PASS,"Senior, supervisory or management level falls outside the intended entry-level proposition.",Transport Administration Supervisor,9,9,2026-07-01,2026-07-09
2026-07,broader_office_administration,accounts & administration assistant,HARD_PASS,Specialist-domain administration belongs outside the broad general-office proposition.,Accounts & Administration Assistant,8,8,2026-07-02,2026-07-14
2026-07,broader_office_administration,administrator- transport,HARD_PASS,Specialist-domain administration belongs outside the broad general-office proposition.,Administrator- Transport,8,8,2026-07-02,2026-07-09
2026-07,broader_office_administration,band 6 administration manager,HARD_PASS,"Senior, supervisory or management level falls outside the intended entry-level proposition.",Band 6 Administration Manager,8,8,2026-07-02,2026-07-09
2026-07,broader_office_administration,care coordinator/administrator,HARD_PASS,Specialist-domain administration belongs outside the broad general-office proposition.,Care Coordinator/Administrator,8,8,2026-07-02,2026-07-09
2026-07,broader_office_administration,customs and procurement administrator,HARD_PASS,Specialist-domain administration belongs outside the broad general-office proposition.,Customs and Procurement Administrator,8,8,2026-07-02,2026-07-09
2026-07,broader_office_administration,estate administration legal assistant,HARD_PASS,Specialist-domain administration belongs outside the broad general-office proposition.,Estate Administration Legal Assistant,8,8,2026-07-02,2026-07-09
2026-07,broader_office_administration,finance administrator (hybrid),HARD_PASS,Specialist-domain administration belongs outside the broad general-office proposition.,Finance Administrator (Hybrid),8,8,2026-07-02,2026-07-09
2026-07,broader_office_administration,litigation legal secretary,HARD_PASS,Specialist-domain administration belongs outside the broad general-office proposition.,Litigation Legal Secretary,8,8,2026-07-02,2026-07-09
2026-07,broader_office_administration,technical license administrator / tech licence support,HARD_PASS,Specialist-domain administration belongs outside the broad general-office proposition.,Technical License Administrator / Tech Licence Support,8,8,2026-07-01,2026-07-08
2026-07,broader_office_administration,administration manager,HARD_PASS,"Senior, supervisory or management level falls outside the intended entry-level proposition.",Administration Manager,7,7,2026-07-01,2026-07-07
2026-07,broader_office_administration,assistant receptionist manager,HARD_PASS,"Senior, supervisory or management level falls outside the intended entry-level proposition.",Assistant Receptionist Manager,7,7,2026-07-01,2026-07-07
2026-07,broader_office_administration,clerical supervisor,HARD_PASS,"Senior, supervisory or management level falls outside the intended entry-level proposition.",Clerical Supervisor,7,7,2026-07-03,2026-07-09
2026-07,broader_office_administration,"client services manager, pension administration",HARD_PASS,"Senior, supervisory or management level falls outside the intended entry-level proposition.","Client Services Manager, Pension Administration",7,7,2026-07-02,2026-07-08
2026-07,broader_office_administration,customer service & sales administrator,HARD_PASS,Specialist-domain administration belongs outside the broad general-office proposition.,Customer Service & Sales Administrator,7,7,2026-07-01,2026-07-07
2026-07,broader_office_administration,db pensions administration team leader west yorkshire,HARD_PASS,"Senior, supervisory or management level falls outside the intended entry-level proposition.",DB Pensions Administration Team Leader West Yorkshire,7,7,2026-07-01,2026-07-07
2026-07,broader_office_administration,db pensions administrator and senior pensions administrator home based to 42k,HARD_PASS,"Senior, supervisory or management level falls outside the intended entry-level proposition.",DB Pensions Administrator and Senior Pensions Administrator home based to 42k,7,7,2026-07-01,2026-07-07
2026-07,broader_office_administration,experienced legal secretary - private client - milton keynes,HARD_PASS,Specialist-domain administration belongs outside the broad general-office proposition.,Experienced Legal Secretary - Private Client - Milton Keynes,7,7,2026-07-08,2026-07-14
2026-07,broader_office_administration,finance administrator (part time),HARD_PASS,Specialist-domain administration belongs outside the broad general-office proposition.,Finance Administrator (Part Time),7,7,2026-07-08,2026-07-14
2026-07,broader_office_administration,ifa sales support administrator,HARD_PASS,Specialist-domain administration belongs outside the broad general-office proposition.,IFA Sales Support Administrator,7,7,2026-07-01,2026-07-07
2026-07,broader_office_administration,legal secretary - residential property,HARD_PASS,Specialist-domain administration belongs outside the broad general-office proposition.,Legal Secretary - Residential Property,7,7,2026-07-08,2026-07-14
2026-07,broader_office_administration,pensions administration manager,HARD_PASS,"Senior, supervisory or management level falls outside the intended entry-level proposition.",Pensions Administration Manager,7,7,2026-07-01,2026-07-07
2026-07,broader_office_administration,sales & customer service administrator,HARD_PASS,Specialist-domain administration belongs outside the broad general-office proposition.,Sales & Customer Service Administrator,7,7,2026-07-01,2026-07-07
2026-07,broader_office_administration,sales administrator & customer service executive,HARD_PASS,Specialist-domain administration belongs outside the broad general-office proposition.,Sales Administrator & Customer Service Executive,7,7,2026-07-01,2026-07-07
2026-07,broader_office_administration,senior administrator - financial planning,HARD_PASS,"Senior, supervisory or management level falls outside the intended entry-level proposition.",Senior Administrator - Financial Planning,7,7,2026-07-01,2026-07-07
2026-07,broader_office_administration,senior administrator - ifa support,HARD_PASS,"Senior, supervisory or management level falls outside the intended entry-level proposition.",Senior Administrator - IFA Support,7,7,2026-07-01,2026-07-07
2026-07,broader_office_administration,"senior financial administrator, sjp practice near watford, up to £40,000",HARD_PASS,"Senior, supervisory or management level falls outside the intended entry-level proposition.","Senior Financial Administrator, SJP Practice Near Watford, Up to £40,000",7,7,2026-07-01,2026-07-07
2026-07,broader_office_administration,senior ifa administrator - high performing team,HARD_PASS,"Senior, supervisory or management level falls outside the intended entry-level proposition.",Senior IFA Administrator - High Performing Team,7,7,2026-07-01,2026-07-07
2026-07,broader_office_administration,senior mortgage administrator,HARD_PASS,"Senior, supervisory or management level falls outside the intended entry-level proposition.",Senior Mortgage Administrator,7,7,2026-07-01,2026-07-07
2026-07,broader_office_administration,site engineering administrator,HARD_PASS,Specialist-domain administration belongs outside the broad general-office proposition.,Site Engineering Administrator,7,7,2026-07-08,2026-07-14
2026-07,broader_office_administration,wealth manager - operations & administration,HARD_PASS,"Senior, supervisory or management level falls outside the intended entry-level proposition.",Wealth Manager - Operations & Administration,7,7,2026-07-01,2026-07-07
2026-07,broader_office_administration,accounts and legal administrator,HARD_PASS,Specialist-domain administration belongs outside the broad general-office proposition.,Accounts and Legal Administrator,6,6,2026-07-01,2026-07-06
2026-07,broader_office_administration,commercial property legal secretary,HARD_PASS,Specialist-domain administration belongs outside the broad general-office proposition.,Commercial Property Legal Secretary,6,5,2026-07-10,2026-07-14
2026-07,broader_office_administration,company secretary - legal,HARD_PASS,Specialist-domain administration belongs outside the broad general-office proposition.,Company Secretary - Legal,6,6,2026-07-01,2026-07-06
2026-07,broader_office_administration,deputy general secretary: director of policy and professional developm,HARD_PASS,"Senior, supervisory or management level falls outside the intended entry-level proposition.",Deputy General Secretary: Director of Policy and Professional Developm,6,6,2026-07-01,2026-07-06
2026-07,broader_office_administration,finance administrator (enniskillen),HARD_PASS,Specialist-domain administration belongs outside the broad general-office proposition.,Finance Administrator (Enniskillen),6,6,2026-07-02,2026-07-07
2026-07,broader_office_administration,hr administrator (temp),HARD_PASS,Specialist-domain administration belongs outside the broad general-office proposition.,HR Administrator (Temp),6,6,2026-07-04,2026-07-09
2026-07,broader_office_administration,internal sales support administrator,HARD_PASS,Specialist-domain administration belongs outside the broad general-office proposition.,Internal sales support administrator,6,6,2026-07-02,2026-07-07
2026-07,broader_office_administration,it administrator - japanese speaking,HARD_PASS,Specialist-domain administration belongs outside the broad general-office proposition.,IT Administrator - Japanese speaking,6,6,2026-07-09,2026-07-14
2026-07,broader_office_administration,legal administrator / graduate opportunity,HARD_PASS,Specialist-domain administration belongs outside the broad general-office proposition.,Legal Administrator / Graduate Opportunity,6,6,2026-07-09,2026-07-14
2026-07,broader_office_administration,legal secretary - bangor,HARD_PASS,Specialist-domain administration belongs outside the broad general-office proposition.,Legal Secretary - Bangor,6,6,2026-07-04,2026-07-09
2026-07,broader_office_administration,legal secretary - commercial property,HARD_PASS,Specialist-domain administration belongs outside the broad general-office proposition.,Legal Secretary - Commercial property,6,6,2026-07-09,2026-07-14
2026-07,broader_office_administration,legal secretary - employment - reading,HARD_PASS,Specialist-domain administration belongs outside the broad general-office proposition.,Legal Secretary - Employment - Reading,6,6,2026-07-09,2026-07-14
2026-07,broader_office_administration,legal secretary - family - excellent benefits & environment,HARD_PASS,Specialist-domain administration belongs outside the broad general-office proposition.,Legal Secretary - Family - Excellent Benefits & Environment,6,6,2026-07-09,2026-07-14
2026-07,broader_office_administration,legal secretary / assistant,HARD_PASS,Specialist-domain administration belongs outside the broad general-office proposition.,Legal Secretary / Assistant,6,6,2026-07-09,2026-07-14
2026-07,broader_office_administration,legal secretary / legal administrator (private client),HARD_PASS,Specialist-domain administration belongs outside the broad general-office proposition.,Legal Secretary / Legal Administrator (Private Client),6,6,2026-07-09,2026-07-14
2026-07,broader_office_administration,legal secretary agriculture & estates,HARD_PASS,Specialist-domain administration belongs outside the broad general-office proposition.,Legal Secretary Agriculture & Estates,6,6,2026-07-09,2026-07-14
2026-07,broader_office_administration,recruitment administrator (armagh),HARD_PASS,Specialist-domain administration belongs outside the broad general-office proposition.,Recruitment Administrator (Armagh),6,6,2026-07-02,2026-07-07
2026-07,broader_office_administration,senior administrator - belfast,HARD_PASS,"Senior, supervisory or management level falls outside the intended entry-level proposition.",Senior Administrator - Belfast,6,6,2026-07-04,2026-07-09
2026-07,broader_office_administration,technical fs administrator / paraplanner,HARD_PASS,Specialist-domain administration belongs outside the broad general-office proposition.,Technical FS Administrator / Paraplanner,6,6,2026-07-04,2026-07-09
2026-07,broader_office_administration,commercial legal secretary,HARD_PASS,Specialist-domain administration belongs outside the broad general-office proposition.,Commercial Legal Secretary,5,5,2026-07-10,2026-07-14
2026-07,broader_office_administration,conveyancing assistant & secretary,HARD_PASS,Specialist-domain administration belongs outside the broad general-office proposition.,Conveyancing Assistant & Secretary,5,5,2026-07-10,2026-07-14
2026-07,broader_office_administration,conveyancing onboarding administrator,HARD_PASS,Specialist-domain administration belongs outside the broad general-office proposition.,Conveyancing Onboarding Administrator,5,5,2026-07-10,2026-07-14
2026-07,broader_office_administration,evening legal secretary,HARD_PASS,Specialist-domain administration belongs outside the broad general-office proposition.,Evening Legal Secretary,5,5,2026-07-10,2026-07-14
2026-07,broader_office_administration,it administrator,HARD_PASS,Specialist-domain administration belongs outside the broad general-office proposition.,IT Administrator,5,5,2026-07-10,2026-07-14
2026-07,broader_office_administration,"legal administrator - trust, probate & tax - york/hull",HARD_PASS,Specialist-domain administration belongs outside the broad general-office proposition.,"Legal Administrator - Trust, Probate & Tax - York/Hull",5,5,2026-07-10,2026-07-14
2026-07,broader_office_administration,legal secretary criminal law,HARD_PASS,Specialist-domain administration belongs outside the broad general-office proposition.,Legal Secretary Criminal Law,5,5,2026-07-10,2026-07-14
2026-07,broader_office_administration,marketing administrator,HARD_PASS,Specialist-domain administration belongs outside the broad general-office proposition.,MARKETING ADMINISTRATOR,5,5,2026-07-10,2026-07-14
2026-07,broader_office_administration,multi department legal secretary,HARD_PASS,Specialist-domain administration belongs outside the broad general-office proposition.,Multi Department Legal Secretary,5,5,2026-07-10,2026-07-14
2026-07,broader_office_administration,property legal secretary - nottingham,HARD_PASS,Specialist-domain administration belongs outside the broad general-office proposition.,Property Legal Secretary - Nottingham,5,5,2026-07-10,2026-07-14
2026-07,broader_office_administration,residential property legal secretary,HARD_PASS,Specialist-domain administration belongs outside the broad general-office proposition.,Residential Property Legal Secretary,5,5,2026-07-10,2026-07-14
2026-07,broader_office_administration,senior legal secretary,HARD_PASS,"Senior, supervisory or management level falls outside the intended entry-level proposition.",Senior Legal Secretary,5,5,2026-07-10,2026-07-14
2026-07,broader_office_administration,customer account administrator,HARD_PASS,Specialist-domain administration belongs outside the broad general-office proposition.,Customer Account Administrator,4,4,2026-07-11,2026-07-14
2026-07,broader_office_administration,excel and finance administrator - trainees welcome,HARD_PASS,Specialist-domain administration belongs outside the broad general-office proposition.,Excel and Finance Administrator - Trainees Welcome,4,4,2026-07-10,2026-07-14
2026-07,broader_office_administration,finance administrator (newry),HARD_PASS,Specialist-domain administration belongs outside the broad general-office proposition.,Finance Administrator (Newry),4,4,2026-07-02,2026-07-05
2026-07,broader_office_administration,hr administrator (maternity cover),HARD_PASS,Specialist-domain administration belongs outside the broad general-office proposition.,HR Administrator (maternity cover),4,2,2026-07-13,2026-07-14
2026-07,broader_office_administration,hr administrator / hr admin assistant (education sector),HARD_PASS,Specialist-domain administration belongs outside the broad general-office proposition.,HR Administrator / HR Admin Assistant (Education Sector),4,4,2026-07-11,2026-07-14
2026-07,broader_office_administration,legal secretary woodbridge part time,HARD_PASS,Specialist-domain administration belongs outside the broad general-office proposition.,Legal Secretary Woodbridge Part Time,4,4,2026-07-11,2026-07-14
2026-07,broader_office_administration,pa to the deputy head: academic & school administrator,HARD_PASS,"Senior, supervisory or management level falls outside the intended entry-level proposition.",PA to the Deputy Head: Academic & School Administrator,4,4,2026-07-01,2026-07-04
2026-07,broader_office_administration,senior financial planning administrator,HARD_PASS,"Senior, supervisory or management level falls outside the intended entry-level proposition.",Senior Financial Planning Administrator,4,2,2026-07-01,2026-07-02
2026-07,broader_office_administration,finance & business administrator,HARD_PASS,Specialist-domain administration belongs outside the broad general-office proposition.,Finance & Business Administrator,3,3,2026-07-01,2026-07-03
2026-07,broader_office_administration,logistics administrator - 12 month contract,HARD_PASS,Specialist-domain administration belongs outside the broad general-office proposition.,Logistics Administrator - 12 Month Contract,3,3,2026-07-08,2026-07-10
2026-07,broader_office_administration,senior trade mark & designs formalities administrator,HARD_PASS,"Senior, supervisory or management level falls outside the intended entry-level proposition.",Senior Trade Mark & Designs Formalities Administrator,3,3,2026-07-05,2026-07-07
2026-07,broader_office_administration,wealth management client administrator,HARD_PASS,"Senior, supervisory or management level falls outside the intended entry-level proposition.",Wealth Management Client Administrator,3,3,2026-07-01,2026-07-07
2026-07,broader_office_administration,accounts administrator (dartford),HARD_PASS,Specialist-domain administration belongs outside the broad general-office proposition.,Accounts Administrator (Dartford),2,2,2026-07-08,2026-07-09
2026-07,broader_office_administration,accounts administrator- sage 50 experience,HARD_PASS,Specialist-domain administration belongs outside the broad general-office proposition.,Accounts Administrator- Sage 50 experience,2,2,2026-07-08,2026-07-09
2026-07,broader_office_administration,administration support officer - finance newry,HARD_PASS,Specialist-domain administration belongs outside the broad general-office proposition.,Administration Support Officer - Finance Newry,2,2,2026-07-02,2026-07-03
2026-07,broader_office_administration,administration team leader,HARD_PASS,"Senior, supervisory or management level falls outside the intended entry-level proposition.",Administration Team Leader,2,2,2026-07-01,2026-07-02
2026-07,broader_office_administration,category buyer / procurement administrator,HARD_PASS,Specialist-domain administration belongs outside the broad general-office proposition.,Category Buyer / Procurement Administrator,2,2,2026-07-01,2026-07-02
2026-07,broader_office_administration,finance and operations administrator,HARD_PASS,Specialist-domain administration belongs outside the broad general-office proposition.,Finance and Operations Administrator,2,2,2026-07-02,2026-07-08
2026-07,broader_office_administration,internal sales administrator,HARD_PASS,Specialist-domain administration belongs outside the broad general-office proposition.,Internal Sales Administrator,2,2,2026-07-01,2026-07-02
2026-07,broader_office_administration,part time finance administrator,HARD_PASS,Specialist-domain administration belongs outside the broad general-office proposition.,Part Time Finance Administrator,2,2,2026-07-08,2026-07-09
2026-07,broader_office_administration,part time transport administrator,HARD_PASS,Specialist-domain administration belongs outside the broad general-office proposition.,Part time Transport Administrator,2,2,2026-07-08,2026-07-09
2026-07,broader_office_administration,procurement administrator,HARD_PASS,Specialist-domain administration belongs outside the broad general-office proposition.,Procurement Administrator,2,2,2026-07-09,2026-07-10
2026-07,broader_office_administration,sales design administrator,HARD_PASS,Specialist-domain administration belongs outside the broad general-office proposition.,Sales Design Administrator,2,2,2026-07-08,2026-07-09
2026-07,broader_office_administration,sales support administrator,HARD_PASS,Specialist-domain administration belongs outside the broad general-office proposition.,Sales Support Administrator,2,2,2026-07-09,2026-07-10
2026-07,broader_office_administration,senior financial services administrator,HARD_PASS,"Senior, supervisory or management level falls outside the intended entry-level proposition.",Senior Financial Services Administrator,2,2,2026-07-01,2026-07-02
2026-07,broader_office_administration,senior lettings administrator - resident services hub - watford,HARD_PASS,"Senior, supervisory or management level falls outside the intended entry-level proposition.",Senior Lettings Administrator - Resident Services Hub - Watford,2,2,2026-07-01,2026-07-02
2026-07,broader_office_administration,senior verification & ledger administrator,HARD_PASS,"Senior, supervisory or management level falls outside the intended entry-level proposition.",Senior Verification & Ledger Administrator,2,2,2026-07-08,2026-07-09
2026-07,broader_office_administration,administration and finance officer,HARD_PASS,Specialist-domain administration belongs outside the broad general-office proposition.,Administration and Finance Officer,1,1,2026-07-01,2026-07-01
2026-07,broader_office_administration,finance administrator within ifa,HARD_PASS,Specialist-domain administration belongs outside the broad general-office proposition.,Finance Administrator within IFA,1,1,2026-07-07,2026-07-07
2026-07,broader_office_administration,legal administrator (derry/londonderry),HARD_PASS,Specialist-domain administration belongs outside the broad general-office proposition.,Legal Administrator (Derry/Londonderry),1,1,2026-07-02,2026-07-02
2026-07,broader_office_administration,legal secretary (lisburn),HARD_PASS,Specialist-domain administration belongs outside the broad general-office proposition.,Legal Secretary (Lisburn),1,1,2026-07-02,2026-07-02
2026-07,broader_office_administration,sales ledger administrator,HARD_PASS,Specialist-domain administration belongs outside the broad general-office proposition.,Sales Ledger Administrator,1,1,2026-07-08,2026-07-08
2026-07,broader_office_administration,senior administration officer - ftc,HARD_PASS,"Senior, supervisory or management level falls outside the intended entry-level proposition.",Senior Administration Officer - FTC,1,1,2026-07-08,2026-07-08
2026-07,broader_office_administration,senior corporate insolvency administrator,HARD_PASS,"Senior, supervisory or management level falls outside the intended entry-level proposition.",Senior Corporate Insolvency Administrator,1,1,2026-07-08,2026-07-08
2026-07,broader_office_administration,spanish & portuguese sales administrator,HARD_PASS,Specialist-domain administration belongs outside the broad general-office proposition.,Spanish & Portuguese Sales Administrator,1,1,2026-07-01,2026-07-01
2026-07,broader_office_administration,transport customer service / administrator,HARD_PASS,Specialist-domain administration belongs outside the broad general-office proposition.,Transport Customer Service / Administrator,1,1,2026-07-08,2026-07-08
2026-07,broader_office_administration,warehouse/stock administrator,HARD_PASS,Specialist-domain administration belongs outside the broad general-office proposition.,Warehouse/Stock Administrator,1,1,2026-07-01,2026-07-01
2026-07,broader_office_administration,administrative assistant,HIGH_CONFIDENCE,"Complete title clearly describes general office, reception or clerical administration.",Administrative Assistant,25,9,2026-07-02,2026-07-10
2026-07,broader_office_administration,admin assistant,HIGH_CONFIDENCE,"Complete title clearly describes general office, reception or clerical administration.",Admin Assistant,14,8,2026-07-02,2026-07-09
2026-07,broader_office_administration,head receptionist,HIGH_CONFIDENCE,"Complete title clearly describes general office, reception or clerical administration.",Head Receptionist,14,14,2026-07-01,2026-07-14
2026-07,broader_office_administration,office administrator,HIGH_CONFIDENCE,"Complete title clearly describes general office, reception or clerical administration.",Office Administrator,14,9,2026-07-01,2026-07-14
2026-07,broader_office_administration,receptionist / conveyancing legal assistant,HIGH_CONFIDENCE,"Complete title clearly describes general office, reception or clerical administration.",Receptionist / Conveyancing Legal Assistant,14,14,2026-07-01,2026-07-14
2026-07,broader_office_administration,remote admin assistant,HIGH_CONFIDENCE,"Complete title clearly describes general office, reception or clerical administration.",Remote Admin Assistant,14,14,2026-07-01,2026-07-14
2026-07,broader_office_administration,office administrator assistant & companies house compliance officer assistant,HIGH_CONFIDENCE,"Complete title clearly describes general office, reception or clerical administration.",Office Administrator Assistant & Companies House Compliance Officer Assistant,13,13,2026-07-02,2026-07-14
2026-07,broader_office_administration,receptionist,HIGH_CONFIDENCE,"Complete title clearly describes general office, reception or clerical administration.",Receptionist,12,10,2026-07-01,2026-07-10
2026-07,broader_office_administration,admin assistant pm shift 2pm-10pm,HIGH_CONFIDENCE,"Complete title clearly describes general office, reception or clerical administration.",Admin Assistant PM Shift 2pm-10pm,11,11,2026-07-03,2026-07-14
2026-07,broader_office_administration,financial controller & company secretary,HIGH_CONFIDENCE,"Complete title clearly describes general office, reception or clerical administration.",Financial Controller & Company Secretary,11,11,2026-07-04,2026-07-14
2026-07,broader_office_administration,legal receptionist,HIGH_CONFIDENCE,"Complete title clearly describes general office, reception or clerical administration.",Legal Receptionist,11,11,2026-07-01,2026-07-14
2026-07,broader_office_administration,medical receptionist,HIGH_CONFIDENCE,"Complete title clearly describes general office, reception or clerical administration.",Medical Receptionist,11,8,2026-07-02,2026-07-09
2026-07,broader_office_administration,pa / receptionist / executive assistant - financial services,HIGH_CONFIDENCE,"Complete title clearly describes general office, reception or clerical administration.",PA / Receptionist / Executive Assistant - Financial Services,10,10,2026-07-01,2026-07-10
2026-07,broader_office_administration,medical receptionist (16.5 hrs pw),HIGH_CONFIDENCE,"Complete title clearly describes general office, reception or clerical administration.",Medical Receptionist (16.5 hrs pw),8,8,2026-07-02,2026-07-09
2026-07,broader_office_administration,medical receptionist (25 hrs pw),HIGH_CONFIDENCE,"Complete title clearly describes general office, reception or clerical administration.",Medical Receptionist (25 hrs pw),8,8,2026-07-02,2026-07-09
2026-07,broader_office_administration,medical receptionist (28-33 hrs pw),HIGH_CONFIDENCE,"Complete title clearly describes general office, reception or clerical administration.",Medical Receptionist (28-33 hrs pw),8,8,2026-07-02,2026-07-09
2026-07,broader_office_administration,medical receptionist/ administrator (14.5 hrs pw),HIGH_CONFIDENCE,"Complete title clearly describes general office, reception or clerical administration.",Medical Receptionist/ Administrator (14.5 hrs pw),8,8,2026-07-02,2026-07-09
2026-07,broader_office_administration,office co-ordinator & receptionist,HIGH_CONFIDENCE,"Complete title clearly describes general office, reception or clerical administration.",Office Co-Ordinator & Receptionist,8,8,2026-07-02,2026-07-09
2026-07,broader_office_administration,receptionist/ administrator (37.5 hrs pw),HIGH_CONFIDENCE,"Complete title clearly describes general office, reception or clerical administration.",Receptionist/ Administrator (37.5 hrs pw),8,8,2026-07-02,2026-07-09
2026-07,broader_office_administration,temporary receptionist - belfast areas,HIGH_CONFIDENCE,"Complete title clearly describes general office, reception or clerical administration.",Temporary Receptionist - Belfast areas,8,8,2026-07-02,2026-07-09
2026-07,broader_office_administration,maintenance administrator - data entry clerk,HIGH_CONFIDENCE,"Complete title clearly describes general office, reception or clerical administration.",Maintenance Administrator - Data Entry Clerk,7,7,2026-07-01,2026-07-07
2026-07,broader_office_administration,telephone receptionist,HIGH_CONFIDENCE,"Complete title clearly describes general office, reception or clerical administration.",Telephone Receptionist,7,7,2026-07-01,2026-07-07
2026-07,broader_office_administration,assistant company secretary,HIGH_CONFIDENCE,"Complete title clearly describes general office, reception or clerical administration.",Assistant Company Secretary,6,6,2026-07-02,2026-07-14
2026-07,broader_office_administration,band 3 medical secretary (belfast),HIGH_CONFIDENCE,"Complete title clearly describes general office, reception or clerical administration.",Band 3 Medical Secretary (Belfast),6,6,2026-07-04,2026-07-09
2026-07,broader_office_administration,band 3 secretary ballymena( temporary full time),HIGH_CONFIDENCE,"Complete title clearly describes general office, reception or clerical administration.",Band 3 Secretary Ballymena( Temporary Full Time),6,6,2026-07-02,2026-07-07
2026-07,broader_office_administration,band 4 pa/ secretary (belfast),HIGH_CONFIDENCE,"Complete title clearly describes general office, reception or clerical administration.",Band 4 PA/ Secretary (Belfast),6,6,2026-07-02,2026-07-07
2026-07,broader_office_administration,medical receptionist (17.5 hrs pw),HIGH_CONFIDENCE,"Complete title clearly describes general office, reception or clerical administration.",Medical Receptionist (17.5 hrs pw),6,6,2026-07-02,2026-07-07
2026-07,broader_office_administration,office administrator & stock control co-ordinator,HIGH_CONFIDENCE,"Complete title clearly describes general office, reception or clerical administration.",Office Administrator & Stock Control Co-ordinator,6,6,2026-07-01,2026-07-07
2026-07,broader_office_administration,private client secretary,HIGH_CONFIDENCE,"Complete title clearly describes general office, reception or clerical administration.",Private Client Secretary,6,6,2026-07-09,2026-07-14
2026-07,broader_office_administration,receptionist & facilities coordinator,HIGH_CONFIDENCE,"Complete title clearly describes general office, reception or clerical administration.",Receptionist & Facilities Coordinator,6,6,2026-07-01,2026-07-06
2026-07,broader_office_administration,team secretary,HIGH_CONFIDENCE,"Complete title clearly describes general office, reception or clerical administration.",Team Secretary,6,6,2026-07-02,2026-07-07
2026-07,broader_office_administration,temporary administrative assistant lisburn,HIGH_CONFIDENCE,"Complete title clearly describes general office, reception or clerical administration.",Temporary Administrative Assistant Lisburn,6,6,2026-07-04,2026-07-09
2026-07,broader_office_administration,company secretary,HIGH_CONFIDENCE,"Complete title clearly describes general office, reception or clerical administration.",Company Secretary,5,5,2026-07-10,2026-07-14
2026-07,broader_office_administration,dental receptionist,HIGH_CONFIDENCE,"Complete title clearly describes general office, reception or clerical administration.",Dental Receptionist,5,5,2026-07-10,2026-07-14
2026-07,broader_office_administration,medical secretary with general practice experience,HIGH_CONFIDENCE,"Complete title clearly describes general office, reception or clerical administration.",Medical Secretary with General Practice Experience,5,5,2026-07-10,2026-07-14
2026-07,broader_office_administration,receptionist - hospital,HIGH_CONFIDENCE,"Complete title clearly describes general office, reception or clerical administration.",Receptionist - Hospital,5,5,2026-07-10,2026-07-14
2026-07,broader_office_administration,school office administrator,HIGH_CONFIDENCE,"Complete title clearly describes general office, reception or clerical administration.",School Office Administrator,5,5,2026-07-02,2026-07-06
2026-07,broader_office_administration,trainee company secretary,HIGH_CONFIDENCE,"Complete title clearly describes general office, reception or clerical administration.",Trainee Company Secretary,5,5,2026-07-10,2026-07-14
2026-07,broader_office_administration,band 3 secretary (newtownards),HIGH_CONFIDENCE,"Complete title clearly describes general office, reception or clerical administration.",Band 3 Secretary (Newtownards),4,4,2026-07-02,2026-07-05
2026-07,broader_office_administration,company secretary assistant,HIGH_CONFIDENCE,"Complete title clearly describes general office, reception or clerical administration.",Company Secretary Assistant,4,4,2026-07-11,2026-07-14
2026-07,broader_office_administration,graduate office assistant - education/training,HIGH_CONFIDENCE,"Complete title clearly describes general office, reception or clerical administration.",Graduate Office Assistant - Education/Training,4,4,2026-07-06,2026-07-09
2026-07,broader_office_administration,receptionist and administrator,HIGH_CONFIDENCE,"Complete title clearly describes general office, reception or clerical administration.",Receptionist and Administrator,4,4,2026-07-11,2026-07-14
